album_id,artist_id
1cUnNrx2TxvrpwPRtvpGwn,40Yq4vzPs9VNUrIBG5Jr2i
77zVSjHqlt9OkcyqIDRhkZ,4RVnAU35WRWra6OZ3CbbMA
5t7Bn5XfE7yj2rqydVq0Ue,25uiPmTg16RbhZWAqwLBy5
7GDBREGjcXA8ufBeKJPiya,0LyfQWJT6nXafLPZqxe9Of
6T9u7scKy8yDe6V1QmXpoJ,3PhoLpVuITZKcymswpck5b
7zkjepWAvcH8fN5eisBZJk,3NRFinRTEqUCfaTTZmk8ek
5k8evXM0YJNZpCQ0dMXGCJ,1cK2Abwkni7m51wJCSGllN
5g1jvinBToCvzFAYa20MO1,1MYRPpeCETOc6MOoowNM3y
0fjJOLqG3v7vXRYhz2wxPC,6QtGlUje9TIkLrgPZrESuk
1qHVYbxQ6IS8YRviorKDJI,5vCOdeiQt9LyzdI87kt5Sh
1qHVYbxQ6IS8YRviorKDJI,1KYt3TMGpa1LtVi0m2A0F9
0VgBqlPrvUQsOqSwzA0fET,6kz53iCdBSqhQCZ21CoLcc
4Tzok4AlxCpo8YVFRWKk3a,4Zwtv7Mc3eHv465GJ6au6n
4onS9G9K30nXbgjKWNI0tX,58lV9VcRSjABbAbfWS6skp
686IZNlCdkQASiRCcBiYUB,0wPdF6oU9sRm16BNvWfyRR
6NHS3hV16MZyfcp0nSHdrd,64KEffDW9EtZ1y2vBYgq8T
6NHS3hV16MZyfcp0nSHdrd,3CjlHNtplJyTf9npxaPl5w
2OXZJLXxM8jrY3gBoVNfmz,1GxkXlMwML1oSg5eLPiAz3
5CmgNXCwdGuqn6EPzfb4Tq,0EyuKHE1AeE9lWUF8mzKVp
2Pr6XAzfBObBUTgiSXmr3n,5pKCCKE2ajJHZ9KAiaK11H
0kS2szm8kFZf5frFsV32If,34sQ4BJAwfwQsn9OgJtIzj
3lpCSdIUmTWkb3BrAxDZSR,6vLlQYujOujIrm7zAKzEdG
5jSAkaiC1BBKZQSZ7wFYOY,6rEzedK7cKWjeQWdAYvWVG
5U0NU0T1JKIJwgq2ZDWb2T,3gMaNLQm7D9MornNILzdSl
5fzx5p8CnKO8ZFrluq8xAi,2NjfBq1NflQcKSeiDooVjY
0oLeI4xFJnOBMbQJH6TgEs,5Y5TRrQiqgUO4S36tzjIRZ
4wYFuEE0p1aRlQ0NAa8oCi,4WN5naL3ofxrVBgFpguzKo
